Iteration,Shape1,Width1,Height1,Color1,Shape2,Width2,Height2,Color2,Shape3,Width3,Height3,Color3,Shape4,Width4,Height4,Color4,Shape5,Width5,Height5,Color5,iteration
5205,Rect1,66,20,orange,Rect2,114,30,red,Rect3,112,38,red,Rect4,46,36,yellow,Rect5,302,65,blue,31
5206,Rect1,70,12,orange,Rect2,116,30,red,Rect3,112,32,red,Rect4,40,36,yellow,Rect5,302,71,blue,31
5207,Rect1,62,22,orange,Rect2,118,30,red,Rect3,120,34,red,Rect4,44,36,yellow,Rect5,306,69,blue,31
5208,Rect1,68,14,orange,Rect2,118,30,red,Rect3,118,36,red,Rect4,48,36,yellow,Rect5,300,67,blue,31
5209,Rect1,66,12,orange,Rect2,118,34,red,Rect3,116,38,red,Rect4,40,34,yellow,Rect5,302,67,blue,31
5210,Rect1,64,20,orange,Rect2,112,30,red,Rect3,118,34,red,Rect4,42,30,yellow,Rect5,308,69,blue,31
5211,Rect1,60,16,orange,Rect2,118,32,red,Rect3,120,40,red,Rect4,48,36,yellow,Rect5,306,65,blue,31
5212,Rect1,60,16,orange,Rect2,118,34,red,Rect3,112,40,red,Rect4,46,34,yellow,Rect5,304,67,blue,31
5213,Rect1,64,18,orange,Rect2,120,34,red,Rect3,112,38,red,Rect4,42,30,yellow,Rect5,310,67,blue,31
5214,Rect1,60,16,orange,Rect2,120,40,red,Rect3,116,34,red,Rect4,40,36,yellow,Rect5,308,71,blue,31
5215,Rect1,64,14,orange,Rect2,112,30,red,Rect3,110,38,red,Rect4,48,36,yellow,Rect5,308,71,blue,31
5216,Rect1,60,18,orange,Rect2,118,38,red,Rect3,120,30,red,Rect4,44,32,yellow,Rect5,302,67,blue,31
5217,Rect1,64,14,orange,Rect2,116,36,red,Rect3,110,34,red,Rect4,46,32,yellow,Rect5,306,73,blue,31
5218,Rect1,66,12,orange,Rect2,116,40,red,Rect3,114,38,red,Rect4,40,36,yellow,Rect5,308,71,blue,31
5219,Rect1,62,16,orange,Rect2,120,40,red,Rect3,110,32,red,Rect4,44,36,yellow,Rect5,304,73,blue,31
5220,Rect1,66,20,orange,Rect2,114,30,red,Rect3,112,40,red,Rect4,50,36,yellow,Rect5,310,69,blue,31
5221,Rect1,64,20,orange,Rect2,118,32,red,Rect3,114,36,red,Rect4,42,32,yellow,Rect5,300,73,blue,31
5222,Rect1,68,14,orange,Rect2,110,36,red,Rect3,120,30,red,Rect4,46,34,yellow,Rect5,300,67,blue,31
5223,Rect1,68,20,orange,Rect2,116,32,red,Rect3,110,30,red,Rect4,48,36,yellow,Rect5,300,73,blue,31
5224,Rect1,60,20,orange,Rect2,120,38,red,Rect3,116,34,red,Rect4,42,32,yellow,Rect5,308,69,blue,31
5225,Rect1,62,12,orange,Rect2,118,38,red,Rect3,110,36,red,Rect4,40,30,yellow,Rect5,310,69,blue,31
5226,Rect1,62,20,orange,Rect2,120,34,red,Rect3,118,34,red,Rect4,46,38,yellow,Rect5,304,71,blue,31
5227,Rect1,60,18,orange,Rect2,114,34,red,Rect3,110,36,red,Rect4,44,38,yellow,Rect5,304,65,blue,31
5228,Rect1,62,16,orange,Rect2,110,38,red,Rect3,110,34,red,Rect4,44,34,yellow,Rect5,308,67,blue,31
5229,Rect1,64,18,orange,Rect2,120,32,red,Rect3,114,38,red,Rect4,48,30,yellow,Rect5,300,73,blue,31
5230,Rect1,60,18,orange,Rect2,110,40,red,Rect3,118,34,red,Rect4,40,36,yellow,Rect5,306,73,blue,31
5231,Rect1,66,22,orange,Rect2,120,34,red,Rect3,120,40,red,Rect4,46,38,yellow,Rect5,300,69,blue,31
5232,Rect1,64,12,orange,Rect2,116,30,red,Rect3,114,38,red,Rect4,50,38,yellow,Rect5,300,69,blue,31
5233,Rect1,62,22,orange,Rect2,118,38,red,Rect3,116,40,red,Rect4,50,32,yellow,Rect5,302,71,blue,31
5234,Rect1,60,16,orange,Rect2,110,34,red,Rect3,116,40,red,Rect4,40,36,yellow,Rect5,302,69,blue,31
5235,Rect1,62,16,orange,Rect2,112,32,red,Rect3,116,38,red,Rect4,40,36,yellow,Rect5,306,65,blue,31
5236,Rect1,62,14,orange,Rect2,114,38,red,Rect3,118,34,red,Rect4,48,36,yellow,Rect5,308,73,blue,31
5237,Rect1,68,20,orange,Rect2,118,36,red,Rect3,112,38,red,Rect4,44,32,yellow,Rect5,300,71,blue,31
5238,Rect1,62,16,orange,Rect2,116,34,red,Rect3,114,36,red,Rect4,48,40,yellow,Rect5,306,71,blue,31
5239,Rect1,70,14,orange,Rect2,110,30,red,Rect3,116,38,red,Rect4,48,34,yellow,Rect5,300,71,blue,31
5240,Rect1,68,16,orange,Rect2,116,36,red,Rect3,110,32,red,Rect4,48,38,yellow,Rect5,302,69,blue,31
5241,Rect1,66,18,orange,Rect2,112,32,red,Rect3,110,32,red,Rect4,48,36,yellow,Rect5,302,67,blue,31
5242,Rect1,62,14,orange,Rect2,110,38,red,Rect3,120,34,red,Rect4,44,38,yellow,Rect5,300,67,blue,31
5243,Rect1,64,12,orange,Rect2,110,38,red,Rect3,112,36,red,Rect4,46,34,yellow,Rect5,300,65,blue,31
5244,Rect1,64,16,orange,Rect2,114,30,red,Rect3,118,32,red,Rect4,44,34,yellow,Rect5,302,75,blue,31
5245,Rect1,60,14,orange,Rect2,110,38,red,Rect3,110,36,red,Rect4,42,36,yellow,Rect5,300,69,blue,31
5246,Rect1,60,18,orange,Rect2,120,34,red,Rect3,114,38,red,Rect4,44,38,yellow,Rect5,308,75,blue,31
5247,Rect1,62,16,orange,Rect2,116,38,red,Rect3,114,30,red,Rect4,46,32,yellow,Rect5,300,73,blue,31
5248,Rect1,64,14,orange,Rect2,120,38,red,Rect3,116,30,red,Rect4,40,34,yellow,Rect5,304,69,blue,31
5249,Rect1,64,18,orange,Rect2,112,32,red,Rect3,116,36,red,Rect4,46,34,yellow,Rect5,310,75,blue,31
5250,Rect1,64,12,orange,Rect2,112,34,red,Rect3,110,30,red,Rect4,48,34,yellow,Rect5,304,69,blue,31
5251,Rect1,62,12,orange,Rect2,112,34,red,Rect3,118,36,red,Rect4,46,36,yellow,Rect5,306,71,blue,31
5252,Rect1,66,20,orange,Rect2,110,34,red,Rect3,112,32,red,Rect4,40,34,yellow,Rect5,302,73,blue,31
5253,Rect1,64,14,orange,Rect2,118,30,red,Rect3,114,30,red,Rect4,42,30,yellow,Rect5,302,71,blue,31
5254,Rect1,68,22,orange,Rect2,116,36,red,Rect3,110,32,red,Rect4,50,40,yellow,Rect5,308,73,blue,31
5255,Rect1,68,22,orange,Rect2,116,34,red,Rect3,116,38,red,Rect4,40,38,yellow,Rect5,302,75,blue,31
5256,Rect1,62,14,orange,Rect2,114,30,red,Rect3,116,36,red,Rect4,42,30,yellow,Rect5,300,71,blue,31
5257,Rect1,64,20,orange,Rect2,120,36,red,Rect3,110,36,red,Rect4,40,30,yellow,Rect5,300,71,blue,31
5258,Rect1,64,22,orange,Rect2,112,38,red,Rect3,118,34,red,Rect4,40,38,yellow,Rect5,306,71,blue,31
5259,Rect1,64,14,orange,Rect2,112,38,red,Rect3,116,38,red,Rect4,46,30,yellow,Rect5,308,75,blue,31
5260,Rect1,64,20,orange,Rect2,116,36,red,Rect3,114,34,red,Rect4,40,34,yellow,Rect5,300,73,blue,31
5261,Rect1,64,18,orange,Rect2,112,30,red,Rect3,114,32,red,Rect4,42,30,yellow,Rect5,308,71,blue,31
5262,Rect1,60,22,orange,Rect2,116,38,red,Rect3,112,32,red,Rect4,40,34,yellow,Rect5,310,75,blue,31
5263,Rect1,68,18,orange,Rect2,110,32,red,Rect3,112,34,red,Rect4,40,32,yellow,Rect5,302,65,blue,31
5264,Rect1,62,16,orange,Rect2,120,38,red,Rect3,116,36,red,Rect4,48,36,yellow,Rect5,300,73,blue,31
5265,Rect1,68,12,orange,Rect2,110,34,red,Rect3,110,36,red,Rect4,48,30,yellow,Rect5,306,67,blue,31
5266,Rect1,62,12,orange,Rect2,112,36,red,Rect3,110,36,red,Rect4,40,32,yellow,Rect5,300,67,blue,31
5267,Rect1,62,12,orange,Rect2,118,36,red,Rect3,118,38,red,Rect4,46,34,yellow,Rect5,300,65,blue,31
5268,Rect1,66,18,orange,Rect2,110,30,red,Rect3,112,40,red,Rect4,44,40,yellow,Rect5,308,65,blue,31
5269,Rect1,62,14,orange,Rect2,110,32,red,Rect3,114,38,red,Rect4,42,36,yellow,Rect5,310,65,blue,31
5270,Rect1,62,20,orange,Rect2,110,32,red,Rect3,118,40,red,Rect4,48,34,yellow,Rect5,304,71,blue,31
5271,Rect1,64,18,orange,Rect2,116,36,red,Rect3,116,34,red,Rect4,50,38,yellow,Rect5,302,69,blue,31
5272,Rect1,60,14,orange,Rect2,118,40,red,Rect3,110,34,red,Rect4,40,38,yellow,Rect5,306,69,blue,31
5273,Rect1,64,18,orange,Rect2,116,32,red,Rect3,118,30,red,Rect4,48,36,yellow,Rect5,300,67,blue,31
5274,Rect1,64,18,orange,Rect2,116,34,red,Rect3,114,30,red,Rect4,48,36,yellow,Rect5,304,65,blue,31
5275,Rect1,64,16,orange,Rect2,114,34,red,Rect3,114,36,red,Rect4,42,30,yellow,Rect5,300,73,blue,31
5276,Rect1,62,18,orange,Rect2,112,34,red,Rect3,120,36,red,Rect4,46,40,yellow,Rect5,308,67,blue,31
5277,Rect1,60,14,orange,Rect2,116,34,red,Rect3,114,40,red,Rect4,40,36,yellow,Rect5,306,71,blue,31
5278,Rect1,64,20,orange,Rect2,110,36,red,Rect3,112,38,red,Rect4,46,38,yellow,Rect5,308,73,blue,31
5279,Rect1,64,14,orange,Rect2,118,38,red,Rect3,110,30,red,Rect4,46,38,yellow,Rect5,302,71,blue,31
5280,Rect1,66,16,orange,Rect2,114,34,red,Rect3,116,36,red,Rect4,50,40,yellow,Rect5,300,71,blue,31
5281,Rect1,60,20,orange,Rect2,110,32,red,Rect3,118,34,red,Rect4,48,32,yellow,Rect5,302,75,blue,31
5282,Rect1,68,20,orange,Rect2,116,38,red,Rect3,112,34,red,Rect4,50,36,yellow,Rect5,300,71,blue,31
5283,Rect1,70,14,orange,Rect2,118,36,red,Rect3,120,40,red,Rect4,48,36,yellow,Rect5,310,73,blue,31
5284,Rect1,66,18,orange,Rect2,112,32,red,Rect3,114,40,red,Rect4,46,32,yellow,Rect5,306,65,blue,31
5285,Rect1,68,12,orange,Rect2,116,36,red,Rect3,116,32,red,Rect4,44,38,yellow,Rect5,302,73,blue,31
5286,Rect1,60,16,orange,Rect2,116,30,red,Rect3,116,36,red,Rect4,46,30,yellow,Rect5,306,69,blue,31
5287,Rect1,66,14,orange,Rect2,114,30,red,Rect3,114,34,red,Rect4,40,30,yellow,Rect5,304,69,blue,31
5288,Rect1,64,18,orange,Rect2,110,32,red,Rect3,110,34,red,Rect4,48,34,yellow,Rect5,302,65,blue,31
5289,Rect1,64,14,orange,Rect2,120,32,red,Rect3,120,34,red,Rect4,42,40,yellow,Rect5,306,69,blue,31
5290,Rect1,62,20,orange,Rect2,110,32,red,Rect3,110,36,red,Rect4,40,30,yellow,Rect5,302,65,blue,31
5291,Rect1,64,18,orange,Rect2,116,32,red,Rect3,112,32,red,Rect4,42,38,yellow,Rect5,304,67,blue,31
5292,Rect1,68,16,orange,Rect2,114,34,red,Rect3,118,32,red,Rect4,48,34,yellow,Rect5,302,67,blue,31
5293,Rect1,66,20,orange,Rect2,110,40,red,Rect3,112,36,red,Rect4,42,30,yellow,Rect5,300,65,blue,31
5294,Rect1,70,18,orange,Rect2,110,34,red,Rect3,114,32,red,Rect4,48,34,yellow,Rect5,300,73,blue,31
5295,Rect1,68,18,orange,Rect2,110,34,red,Rect3,112,38,red,Rect4,42,36,yellow,Rect5,308,69,blue,31
5296,Rect1,60,16,orange,Rect2,114,34,red,Rect3,110,30,red,Rect4,44,30,yellow,Rect5,302,71,blue,31
5297,Rect1,62,22,orange,Rect2,118,30,red,Rect3,112,38,red,Rect4,44,30,yellow,Rect5,300,69,blue,31
5298,Rect1,64,16,orange,Rect2,114,34,red,Rect3,116,40,red,Rect4,46,32,yellow,Rect5,308,71,blue,31
5299,Rect1,70,14,orange,Rect2,118,38,red,Rect3,116,38,red,Rect4,50,34,yellow,Rect5,310,73,blue,31
5300,Rect1,62,12,orange,Rect2,114,36,red,Rect3,118,34,red,Rect4,48,32,yellow,Rect5,308,69,blue,31
5301,Rect1,70,12,orange,Rect2,120,38,red,Rect3,118,36,red,Rect4,48,34,yellow,Rect5,304,73,blue,31
5302,Rect1,60,18,orange,Rect2,112,38,red,Rect3,116,32,red,Rect4,46,32,yellow,Rect5,302,75,blue,31
5303,Rect1,62,18,orange,Rect2,118,38,red,Rect3,120,34,red,Rect4,44,40,yellow,Rect5,302,65,blue,31
5304,Rect1,64,20,orange,Rect2,120,38,red,Rect3,112,40,red,Rect4,42,32,yellow,Rect5,306,69,blue,31
5305,Rect1,66,14,orange,Rect2,114,30,red,Rect3,110,36,red,Rect4,44,34,yellow,Rect5,304,73,blue,31
5306,Rect1,68,16,orange,Rect2,112,32,red,Rect3,110,34,red,Rect4,44,30,yellow,Rect5,304,67,blue,31
5307,Rect1,70,14,orange,Rect2,114,34,red,Rect3,114,30,red,Rect4,48,32,yellow,Rect5,306,67,blue,31
5308,Rect1,64,12,orange,Rect2,118,32,red,Rect3,112,34,red,Rect4,40,32,yellow,Rect5,304,73,blue,31
5309,Rect1,64,18,orange,Rect2,112,38,red,Rect3,118,32,red,Rect4,46,34,yellow,Rect5,302,71,blue,31
5310,Rect1,64,12,orange,Rect2,116,38,red,Rect3,110,32,red,Rect4,40,34,yellow,Rect5,300,65,blue,31
5311,Rect1,68,18,orange,Rect2,114,34,red,Rect3,112,30,red,Rect4,40,32,yellow,Rect5,308,65,blue,31
5312,Rect1,66,20,orange,Rect2,112,38,red,Rect3,120,38,red,Rect4,40,36,yellow,Rect5,300,73,blue,31
5313,Rect1,64,18,orange,Rect2,118,32,red,Rect3,110,30,red,Rect4,42,38,yellow,Rect5,304,69,blue,31
5314,Rect1,66,20,orange,Rect2,110,40,red,Rect3,118,32,red,Rect4,50,38,yellow,Rect5,300,71,blue,31
5315,Rect1,62,16,orange,Rect2,118,34,red,Rect3,120,38,red,Rect4,46,40,yellow,Rect5,300,71,blue,31
5316,Rect1,62,18,orange,Rect2,116,38,red,Rect3,110,40,red,Rect4,50,34,yellow,Rect5,306,75,blue,31
5317,Rect1,68,18,orange,Rect2,120,36,red,Rect3,110,32,red,Rect4,46,30,yellow,Rect5,310,75,blue,31
5318,Rect1,66,18,orange,Rect2,112,30,red,Rect3,110,40,red,Rect4,42,34,yellow,Rect5,310,69,blue,31
5319,Rect1,70,14,orange,Rect2,112,38,red,Rect3,112,38,red,Rect4,50,30,yellow,Rect5,302,75,blue,31
5320,Rect1,70,18,orange,Rect2,110,36,red,Rect3,116,34,red,Rect4,50,38,yellow,Rect5,304,73,blue,31
5321,Rect1,60,18,orange,Rect2,112,32,red,Rect3,120,40,red,Rect4,50,30,yellow,Rect5,304,65,blue,31
5322,Rect1,68,16,orange,Rect2,114,30,red,Rect3,110,34,red,Rect4,48,34,yellow,Rect5,308,67,blue,31
5323,Rect1,60,20,orange,Rect2,116,36,red,Rect3,112,38,red,Rect4,44,40,yellow,Rect5,302,67,blue,31
5324,Rect1,70,12,orange,Rect2,114,32,red,Rect3,110,36,red,Rect4,42,30,yellow,Rect5,302,75,blue,31
5325,Rect1,64,14,orange,Rect2,116,32,red,Rect3,110,30,red,Rect4,42,38,yellow,Rect5,302,73,blue,31
5326,Rect1,70,18,orange,Rect2,110,38,red,Rect3,116,40,red,Rect4,44,38,yellow,Rect5,306,73,blue,31
5327,Rect1,66,12,orange,Rect2,116,38,red,Rect3,116,30,red,Rect4,48,30,yellow,Rect5,300,65,blue,31
5328,Rect1,62,20,orange,Rect2,120,30,red,Rect3,110,36,red,Rect4,48,34,yellow,Rect5,300,73,blue,31
5329,Rect1,68,12,orange,Rect2,112,38,red,Rect3,118,36,red,Rect4,50,30,yellow,Rect5,300,67,blue,31
5330,Rect1,66,14,orange,Rect2,114,32,red,Rect3,114,30,red,Rect4,48,34,yellow,Rect5,308,69,blue,31
5331,Rect1,62,14,orange,Rect2,110,40,red,Rect3,118,34,red,Rect4,44,40,yellow,Rect5,308,67,blue,31
5332,Rect1,64,22,orange,Rect2,112,38,red,Rect3,116,32,red,Rect4,48,30,yellow,Rect5,308,69,blue,31
5333,Rect1,70,18,orange,Rect2,114,32,red,Rect3,116,36,red,Rect4,44,38,yellow,Rect5,304,73,blue,31
5334,Rect1,60,12,orange,Rect2,114,38,red,Rect3,116,30,red,Rect4,44,36,yellow,Rect5,302,65,blue,31
5335,Rect1,68,12,orange,Rect2,114,34,red,Rect3,110,40,red,Rect4,44,36,yellow,Rect5,300,73,blue,31
5336,Rect1,70,12,orange,Rect2,114,36,red,Rect3,116,38,red,Rect4,50,36,yellow,Rect5,302,73,blue,31
5337,Rect1,60,18,orange,Rect2,110,38,red,Rect3,116,36,red,Rect4,44,30,yellow,Rect5,304,65,blue,31
5338,Rect1,66,22,orange,Rect2,120,38,red,Rect3,116,30,red,Rect4,48,32,yellow,Rect5,300,65,blue,31
5339,Rect1,68,20,orange,Rect2,118,32,red,Rect3,114,30,red,Rect4,40,34,yellow,Rect5,310,73,blue,31
5340,Rect1,62,18,orange,Rect2,110,34,red,Rect3,118,30,red,Rect4,50,38,yellow,Rect5,306,67,blue,31
5341,Rect1,66,22,orange,Rect2,110,36,red,Rect3,112,36,red,Rect4,48,36,yellow,Rect5,302,67,blue,31
5342,Rect1,62,16,orange,Rect2,116,30,red,Rect3,114,34,red,Rect4,46,34,yellow,Rect5,302,67,blue,31
5343,Rect1,70,16,orange,Rect2,114,36,red,Rect3,110,36,red,Rect4,40,36,yellow,Rect5,302,73,blue,31
5344,Rect1,62,14,orange,Rect2,116,38,red,Rect3,110,32,red,Rect4,40,30,yellow,Rect5,304,69,blue,31
5345,Rect1,60,20,orange,Rect2,110,32,red,Rect3,110,32,red,Rect4,40,30,yellow,Rect5,310,67,blue,31
5346,Rect1,62,22,orange,Rect2,112,30,red,Rect3,112,38,red,Rect4,44,30,yellow,Rect5,308,73,blue,31
5347,Rect1,64,14,orange,Rect2,120,32,red,Rect3,112,38,red,Rect4,42,30,yellow,Rect5,306,69,blue,31
5348,Rect1,60,14,orange,Rect2,112,30,red,Rect3,112,32,red,Rect4,42,30,yellow,Rect5,308,73,blue,31
5349,Rect1,66,18,orange,Rect2,112,38,red,Rect3,112,38,red,Rect4,40,34,yellow,Rect5,306,75,blue,31
5350,Rect1,62,20,orange,Rect2,118,34,red,Rect3,120,32,red,Rect4,46,30,yellow,Rect5,300,69,blue,31
5351,Rect1,62,22,orange,Rect2,112,32,red,Rect3,120,38,red,Rect4,40,40,yellow,Rect5,310,73,blue,31
5352,Rect1,62,18,orange,Rect2,118,30,red,Rect3,118,36,red,Rect4,48,38,yellow,Rect5,300,69,blue,31
5353,Rect1,62,16,orange,Rect2,120,36,red,Rect3,112,32,red,Rect4,40,34,yellow,Rect5,306,73,blue,31
5354,Rect1,62,18,orange,Rect2,120,30,red,Rect3,118,36,red,Rect4,42,30,yellow,Rect5,310,73,blue,31
5355,Rect1,64,20,orange,Rect2,118,36,red,Rect3,118,30,red,Rect4,44,32,yellow,Rect5,304,67,blue,31
5356,Rect1,60,22,orange,Rect2,110,30,red,Rect3,120,36,red,Rect4,40,34,yellow,Rect5,308,67,blue,31
5357,Rect1,66,20,orange,Rect2,116,32,red,Rect3,116,32,red,Rect4,42,36,yellow,Rect5,308,73,blue,31
5358,Rect1,62,12,orange,Rect2,114,32,red,Rect3,116,34,red,Rect4,50,30,yellow,Rect5,310,65,blue,31
5359,Rect1,62,16,orange,Rect2,118,30,red,Rect3,110,30,red,Rect4,46,38,yellow,Rect5,304,71,blue,31
5360,Rect1,70,18,orange,Rect2,118,32,red,Rect3,120,40,red,Rect4,40,40,yellow,Rect5,310,73,blue,31
5361,Rect1,70,16,orange,Rect2,118,34,red,Rect3,120,34,red,Rect4,44,30,yellow,Rect5,304,73,blue,31
5362,Rect1,62,18,orange,Rect2,116,36,red,Rect3,120,32,red,Rect4,46,34,yellow,Rect5,304,73,blue,31
5363,Rect1,62,16,orange,Rect2,118,38,red,Rect3,112,32,red,Rect4,44,30,yellow,Rect5,300,67,blue,31
5364,Rect1,68,18,orange,Rect2,114,30,red,Rect3,112,32,red,Rect4,40,32,yellow,Rect5,310,69,blue,31
5365,Rect1,66,18,orange,Rect2,116,38,red,Rect3,112,36,red,Rect4,46,40,yellow,Rect5,308,73,blue,31
5366,Rect1,66,20,orange,Rect2,110,36,red,Rect3,114,36,red,Rect4,46,36,yellow,Rect5,300,65,blue,31
5367,Rect1,62,22,orange,Rect2,120,30,red,Rect3,114,34,red,Rect4,46,30,yellow,Rect5,306,73,blue,31
5368,Rect1,60,12,orange,Rect2,110,32,red,Rect3,114,30,red,Rect4,48,30,yellow,Rect5,308,73,blue,31
5369,Rect1,62,22,orange,Rect2,116,30,red,Rect3,112,38,red,Rect4,40,36,yellow,Rect5,302,69,blue,31
5370,Rect1,64,20,orange,Rect2,118,32,red,Rect3,110,30,red,Rect4,42,34,yellow,Rect5,300,65,blue,31
5371,Rect1,66,22,orange,Rect2,116,38,red,Rect3,114,32,red,Rect4,40,38,yellow,Rect5,308,69,blue,31
5372,Rect1,68,14,orange,Rect2,110,34,red,Rect3,110,36,red,Rect4,42,40,yellow,Rect5,304,73,blue,31
5373,Rect1,68,20,orange,Rect2,118,32,red,Rect3,110,36,red,Rect4,44,30,yellow,Rect5,300,71,blue,31
5374,Rect1,62,12,orange,Rect2,116,30,red,Rect3,112,36,red,Rect4,48,34,yellow,Rect5,310,73,blue,31
5375,Rect1,62,12,orange,Rect2,118,36,red,Rect3,120,34,red,Rect4,42,30,yellow,Rect5,304,69,blue,31
5376,Rect1,60,18,orange,Rect2,116,32,red,Rect3,118,34,red,Rect4,48,32,yellow,Rect5,304,75,blue,31
5377,Rect1,60,18,orange,Rect2,110,32,red,Rect3,116,38,red,Rect4,42,32,yellow,Rect5,306,71,blue,31
5378,Rect1,60,12,orange,Rect2,112,38,red,Rect3,118,40,red,Rect4,40,30,yellow,Rect5,306,67,blue,31
5379,Rect1,68,12,orange,Rect2,110,36,red,Rect3,110,34,red,Rect4,42,32,yellow,Rect5,306,67,blue,31
5380,Rect1,62,12,orange,Rect2,118,32,red,Rect3,110,36,red,Rect4,46,30,yellow,Rect5,310,71,blue,31
5381,Rect1,60,18,orange,Rect2,114,32,red,Rect3,120,38,red,Rect4,40,32,yellow,Rect5,306,73,blue,31
5382,Rect1,68,20,orange,Rect2,120,38,red,Rect3,116,36,red,Rect4,44,40,yellow,Rect5,300,69,blue,31
5383,Rect1,62,14,orange,Rect2,116,30,red,Rect3,118,38,red,Rect4,46,30,yellow,Rect5,310,65,blue,31
5384,Rect1,60,18,orange,Rect2,110,34,red,Rect3,116,34,red,Rect4,44,34,yellow,Rect5,308,67,blue,31
5385,Rect1,68,14,orange,Rect2,120,34,red,Rect3,116,32,red,Rect4,46,34,yellow,Rect5,304,71,blue,31
5386,Rect1,68,18,orange,Rect2,118,34,red,Rect3,116,36,red,Rect4,46,30,yellow,Rect5,302,71,blue,31
5387,Rect1,68,14,orange,Rect2,112,30,red,Rect3,114,34,red,Rect4,44,38,yellow,Rect5,300,67,blue,31
5388,Rect1,66,14,orange,Rect2,110,34,red,Rect3,120,30,red,Rect4,44,36,yellow,Rect5,302,69,blue,31
5389,Rect1,64,20,orange,Rect2,110,30,red,Rect3,118,38,red,Rect4,40,32,yellow,Rect5,304,75,blue,31
5390,Rect1,68,18,orange,Rect2,116,34,red,Rect3,110,40,red,Rect4,42,34,yellow,Rect5,306,67,blue,31
5391,Rect1,60,20,orange,Rect2,114,34,red,Rect3,116,36,red,Rect4,46,36,yellow,Rect5,308,73,blue,31
5392,Rect1,64,22,orange,Rect2,116,30,red,Rect3,120,34,red,Rect4,40,38,yellow,Rect5,308,67,blue,31
5393,Rect1,64,16,orange,Rect2,110,40,red,Rect3,112,32,red,Rect4,42,38,yellow,Rect5,308,67,blue,31
5394,Rect1,68,12,orange,Rect2,112,30,red,Rect3,116,30,red,Rect4,44,36,yellow,Rect5,306,71,blue,31
5395,Rect1,62,18,orange,Rect2,114,36,red,Rect3,114,30,red,Rect4,40,32,yellow,Rect5,302,71,blue,31
5396,Rect1,68,14,orange,Rect2,112,36,red,Rect3,112,30,red,Rect4,50,38,yellow,Rect5,300,69,blue,31
5397,Rect1,62,18,orange,Rect2,114,38,red,Rect3,116,34,red,Rect4,40,34,yellow,Rect5,300,67,blue,31
5398,Rect1,68,12,orange,Rect2,116,36,red,Rect3,120,38,red,Rect4,40,36,yellow,Rect5,308,75,blue,31
5399,Rect1,66,22,orange,Rect2,120,34,red,Rect3,112,34,red,Rect4,40,30,yellow,Rect5,304,69,blue,31
5400,Rect1,68,16,orange,Rect2,110,30,red,Rect3,112,38,red,Rect4,42,34,yellow,Rect5,304,69,blue,31
5401,Rect1,70,16,orange,Rect2,118,34,red,Rect3,116,38,red,Rect4,40,40,yellow,Rect5,302,75,blue,31
5402,Rect1,68,22,orange,Rect2,118,36,red,Rect3,112,30,red,Rect4,48,34,yellow,Rect5,302,75,blue,31
5403,Rect1,70,18,orange,Rect2,114,34,red,Rect3,116,34,red,Rect4,42,40,yellow,Rect5,302,73,blue,31
5404,Rect1,62,18,orange,Rect2,120,32,red,Rect3,110,32,red,Rect4,44,38,yellow,Rect5,308,71,blue,31
5405,Rect1,60,12,orange,Rect2,110,38,red,Rect3,110,34,red,Rect4,40,38,yellow,Rect5,300,75,blue,31
5406,Rect1,60,18,orange,Rect2,114,30,red,Rect3,112,38,red,Rect4,48,40,yellow,Rect5,306,67,blue,31
5407,Rect1,60,14,orange,Rect2,116,36,red,Rect3,116,38,red,Rect4,44,32,yellow,Rect5,308,69,blue,31
5408,Rect1,66,16,orange,Rect2,118,34,red,Rect3,110,30,red,Rect4,42,32,yellow,Rect5,300,65,blue,31
5409,Rect1,64,14,orange,Rect2,110,34,red,Rect3,120,38,red,Rect4,42,34,yellow,Rect5,302,73,blue,31
5410,Rect1,70,16,orange,Rect2,110,36,red,Rect3,110,34,red,Rect4,42,32,yellow,Rect5,304,67,blue,31
5411,Rect1,62,12,orange,Rect2,114,40,red,Rect3,116,40,red,Rect4,48,36,yellow,Rect5,300,65,blue,31
5412,Rect1,64,22,orange,Rect2,112,30,red,Rect3,114,30,red,Rect4,48,40,yellow,Rect5,300,69,blue,31
5413,Rect1,64,12,orange,Rect2,112,36,red,Rect3,110,34,red,Rect4,48,34,yellow,Rect5,308,67,blue,31
5414,Rect1,68,16,orange,Rect2,120,32,red,Rect3,110,36,red,Rect4,48,36,yellow,Rect5,304,65,blue,31
5415,Rect1,64,14,orange,Rect2,114,34,red,Rect3,110,30,red,Rect4,48,32,yellow,Rect5,304,71,blue,31
5416,Rect1,64,14,orange,Rect2,112,32,red,Rect3,118,34,red,Rect4,44,36,yellow,Rect5,300,67,blue,31
5417,Rect1,60,20,orange,Rect2,116,32,red,Rect3,114,38,red,Rect4,42,30,yellow,Rect5,310,73,blue,31
5418,Rect1,66,12,orange,Rect2,118,30,red,Rect3,118,36,red,Rect4,44,38,yellow,Rect5,306,73,blue,31
5419,Rect1,62,16,orange,Rect2,120,30,red,Rect3,118,38,red,Rect4,40,30,yellow,Rect5,304,71,blue,31
5420,Rect1,62,22,orange,Rect2,114,40,red,Rect3,112,34,red,Rect4,48,34,yellow,Rect5,304,73,blue,31
5421,Rect1,66,14,orange,Rect2,114,32,red,Rect3,112,38,red,Rect4,40,30,yellow,Rect5,302,73,blue,31
